id,common_code,rakuten_sku,product_name,choice_info,created_at
458,CM108,CHOICE_C11,ちび袋 鶏むねスライスジャーキー 10g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581790', 'sync_date': '2025-08-12T03:56:40.254131+00:00', 'choice_code': 'C11', 'choice_name': 'C11 Choice', 'choice_value': 'ちび袋 鶏むねスライスジャーキー 10g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.254131+00:00
459,CM109,CHOICE_C12,ちび袋 鶏砂肝ジャーキー 10g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581783', 'sync_date': '2025-08-12T03:56:40.350903+00:00', 'choice_code': 'C12', 'choice_name': 'C12 Choice', 'choice_value': 'ちび袋 鶏砂肝ジャーキー 10g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.350903+00:00
460,CM103,CHOICE_C13,ちび袋 豚ハツスライスジャーキー 10g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581806', 'sync_date': '2025-08-12T03:56:40.431853+00:00', 'choice_code': 'C13', 'choice_name': 'C13 Choice', 'choice_value': 'ちび袋 豚ハツスライスジャーキー 10g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.431853+00:00
461,CM104,CHOICE_C14,ちび袋 豚レバースライスジャーキー 10g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581813', 'sync_date': '2025-08-12T03:56:40.515294+00:00', 'choice_code': 'C14', 'choice_name': 'C14 Choice', 'choice_value': 'ちび袋 豚レバースライスジャーキー 10g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.515294+00:00
462,CM089,CHOICE_C15,ちび袋 ころころクッキー（8粒）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581868', 'sync_date': '2025-08-12T03:56:40.600276+00:00', 'choice_code': 'C15', 'choice_name': 'C15 Choice', 'choice_value': 'ちび袋 ころころクッキー（8粒）', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.600276+00:00
463,CM092,CHOICE_C16,ちび袋 ふわふわスモークサーモン 5g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581844', 'sync_date': '2025-08-12T03:56:40.665625+00:00', 'choice_code': 'C16', 'choice_name': 'C16 Choice', 'choice_value': 'ちび袋 ふわふわスモークサーモン 5g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.665625+00:00
464,CM099,CHOICE_C17,ちび袋 スモークサーモンチップ 10g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581851', 'sync_date': '2025-08-12T03:56:40.749110+00:00', 'choice_code': 'C17', 'choice_name': 'C17 Choice', 'choice_value': 'ちび袋 スモークサーモンチップ 10g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.74911+00:00
465,CM095,CHOICE_C18,ちび袋 エゾ鹿カットジャーキー 15g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581875', 'sync_date': '2025-08-12T03:56:40.848743+00:00', 'choice_code': 'C18', 'choice_name': 'C18 Choice', 'choice_value': 'ちび袋 エゾ鹿カットジャーキー 15g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.848743+00:00
466,CM102,CHOICE_C19,ちび袋 ラムカットジャーキー 15g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581882', 'sync_date': '2025-08-12T03:56:40.925922+00:00', 'choice_code': 'C19', 'choice_name': 'C19 Choice', 'choice_value': 'ちび袋 ラムカットジャーキー 15g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.925922+00:00
467,CM105,CHOICE_C20,ちび袋 鮭カットジャーキー 15g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581899', 'sync_date': '2025-08-12T03:56:40.998417+00:00', 'choice_code': 'C20', 'choice_name': 'C20 Choice', 'choice_value': 'ちび袋 鮭カットジャーキー 15g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:40.998417+00:00
468,CM090,CHOICE_C21,ちび袋 たらカットジャーキー 15g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581905', 'sync_date': '2025-08-12T03:56:41.082255+00:00', 'choice_code': 'C21', 'choice_name': 'C21 Choice', 'choice_value': 'ちび袋 たらカットジャーキー 15g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:41.082255+00:00
469,CM093,CHOICE_C22,ちび袋 ほっけカットジャーキー 15g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581912', 'sync_date': '2025-08-12T03:56:41.168135+00:00', 'choice_code': 'C22', 'choice_name': 'C22 Choice', 'choice_value': 'ちび袋 ほっけカットジャーキー 15g', 'rakuten_sku_admin': ''}",2025-08-12T03:56:41.168135+00:00
470,CM001,CHOICE_R01,エゾ鹿スライスジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581011', 'sync_date': '2025-08-12T03:56:41.233664+00:00', 'choice_code': 'R01', 'choice_name': 'R01 Choice', 'choice_value': 'エゾ鹿スライスジャーキー 30g', 'rakuten_sku_admin': '1701'}",2025-08-12T03:56:41.233664+00:00
471,CM003,CHOICE_R02,エゾ鹿ミンチジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581028', 'sync_date': '2025-08-12T03:56:41.315324+00:00', 'choice_code': 'R02', 'choice_name': 'R02 Choice', 'choice_value': 'エゾ鹿ミンチジャーキー 30g', 'rakuten_sku_admin': '1703'}",2025-08-12T03:56:41.315324+00:00
472,CM016,CHOICE_R03,ころころエゾ鹿ミンチ 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581035', 'sync_date': '2025-08-12T03:56:41.381794+00:00', 'choice_code': 'R03', 'choice_name': 'R03 Choice', 'choice_value': 'ころころエゾ鹿ミンチ 30g', 'rakuten_sku_admin': '1737'}",2025-08-12T03:56:41.381794+00:00
473,CM005,CHOICE_R04,エゾ鹿ふりかけ 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581042', 'sync_date': '2025-08-12T03:56:41.448942+00:00', 'choice_code': 'R04', 'choice_name': 'R04 Choice', 'choice_value': 'エゾ鹿ふりかけ 30g', 'rakuten_sku_admin': '1705'}",2025-08-12T03:56:41.448942+00:00
474,CM004,CHOICE_R05,エゾ鹿レバースライス 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581066', 'sync_date': '2025-08-12T03:56:41.521343+00:00', 'choice_code': 'R05', 'choice_name': 'R05 Choice', 'choice_value': 'エゾ鹿レバースライス 30g', 'rakuten_sku_admin': '1763'}",2025-08-12T03:56:41.521343+00:00
475,CM020,CHOICE_R06,スライスサーモン 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581158', 'sync_date': '2025-08-12T03:56:41.582174+00:00', 'choice_code': 'R06', 'choice_name': 'R06 Choice', 'choice_value': 'スライスサーモン 30g', 'rakuten_sku_admin': '1715'}",2025-08-12T03:56:41.582174+00:00
476,CM019,CHOICE_R07,スティックサーモン 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581165', 'sync_date': '2025-08-12T03:56:41.648729+00:00', 'choice_code': 'R07', 'choice_name': 'R07 Choice', 'choice_value': 'スティックサーモン 30g', 'rakuten_sku_admin': '1714'}",2025-08-12T03:56:41.648729+00:00
477,CM018,CHOICE_R08,ひとくちサーモン 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581172', 'sync_date': '2025-08-12T03:56:41.715245+00:00', 'choice_code': 'R08', 'choice_name': 'R08 Choice', 'choice_value': 'ひとくちサーモン 30g', 'rakuten_sku_admin': '1713'}",2025-08-12T03:56:41.715245+00:00
478,CM022,CHOICE_R09,フレークサーモン 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581189', 'sync_date': '2025-08-12T03:56:41.782231+00:00', 'choice_code': 'R09', 'choice_name': 'R09 Choice', 'choice_value': 'フレークサーモン 30g', 'rakuten_sku_admin': '1718'}",2025-08-12T03:56:41.782231+00:00
479,CM021,CHOICE_R10,鮭白子スライス 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581196', 'sync_date': '2025-08-12T03:56:41.848546+00:00', 'choice_code': 'R10', 'choice_name': 'R10 Choice', 'choice_value': '鮭白子スライス 30g', 'rakuten_sku_admin': '1716'}",2025-08-12T03:56:41.848546+00:00
480,CM024,CHOICE_R11,鶏ささみスライスジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581219', 'sync_date': '2025-08-12T03:56:41.931957+00:00', 'choice_code': 'R11', 'choice_name': 'R11 Choice', 'choice_value': '鶏ささみスライスジャーキー 30g', 'rakuten_sku_admin': '1723'}",2025-08-12T03:56:41.931957+00:00
481,CM025,CHOICE_R12,鶏むねスライスジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581233', 'sync_date': '2025-08-12T03:56:42.015027+00:00', 'choice_code': 'R12', 'choice_name': 'R12 Choice', 'choice_value': '鶏むねスライスジャーキー 30g', 'rakuten_sku_admin': '1848'}",2025-08-12T03:56:42.015027+00:00
482,CM023,CHOICE_R13,鶏の砂肝ジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581226', 'sync_date': '2025-08-12T03:56:42.098673+00:00', 'choice_code': 'R13', 'choice_name': 'R13 Choice', 'choice_value': '鶏の砂肝ジャーキー 30g', 'rakuten_sku_admin': '1722'}",2025-08-12T03:56:42.098673+00:00
483,CM026,CHOICE_R14,豚ハツスライスジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581240', 'sync_date': '2025-08-12T03:56:42.165449+00:00', 'choice_code': 'R14', 'choice_name': 'R14 Choice', 'choice_value': '豚ハツスライスジャーキー 30g', 'rakuten_sku_admin': '1725'}",2025-08-12T03:56:42.165449+00:00
484,CM027,CHOICE_R15,豚レバースライスジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581257', 'sync_date': '2025-08-12T03:56:42.256316+00:00', 'choice_code': 'R15', 'choice_name': 'R15 Choice', 'choice_value': '豚レバースライスジャーキー 30g', 'rakuten_sku_admin': '1726'}",2025-08-12T03:56:42.256316+00:00
485,CM028,CHOICE_R16,豚耳スライスジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581264', 'sync_date': '2025-08-12T03:56:42.314934+00:00', 'choice_code': 'R16', 'choice_name': 'R16 Choice', 'choice_value': '豚耳スライスジャーキー 30g', 'rakuten_sku_admin': '1727'}",2025-08-12T03:56:42.314934+00:00
486,CM030,CHOICE_R17,ひとくち牛タン皮 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581318', 'sync_date': '2025-08-12T03:56:42.382501+00:00', 'choice_code': 'R17', 'choice_name': 'R17 Choice', 'choice_value': 'ひとくち牛タン皮 30g', 'rakuten_sku_admin': '1761'}",2025-08-12T03:56:42.382501+00:00
487,CM031,CHOICE_R18,ころころ牛タン皮 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581325', 'sync_date': '2025-08-12T03:56:42.432069+00:00', 'choice_code': 'R18', 'choice_name': 'R18 Choice', 'choice_value': 'ころころ牛タン皮 30g', 'rakuten_sku_admin': '1762'}",2025-08-12T03:56:42.432069+00:00
488,CM029,CHOICE_R19,牛タン皮ふりかけ 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581301', 'sync_date': '2025-08-12T03:56:42.499215+00:00', 'choice_code': 'R19', 'choice_name': 'R19 Choice', 'choice_value': '牛タン皮ふりかけ 30g', 'rakuten_sku_admin': '1760'}",2025-08-12T03:56:42.499215+00:00
489,CM034,CHOICE_R20,牛タン皮チップ 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581332', 'sync_date': '2025-08-12T03:56:42.572138+00:00', 'choice_code': 'R20', 'choice_name': 'R20 Choice', 'choice_value': '牛タン皮チップ 30g', 'rakuten_sku_admin': '1781'}",2025-08-12T03:56:42.572138+00:00
490,CM006,CHOICE_R21,エゾ鹿スペアリブ 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581271', 'sync_date': '2025-08-12T03:56:42.640351+00:00', 'choice_code': 'R21', 'choice_name': 'R21 Choice', 'choice_value': 'エゾ鹿スペアリブ 30g', 'rakuten_sku_admin': '1850'}",2025-08-12T03:56:42.640351+00:00
491,CM035,CHOICE_R22,牛鬼筋 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581349', 'sync_date': '2025-08-12T03:56:42.705626+00:00', 'choice_code': 'R22', 'choice_name': 'R22 Choice', 'choice_value': '牛鬼筋 30g', 'rakuten_sku_admin': '1833'}",2025-08-12T03:56:42.705626+00:00
492,CM033,CHOICE_R23,仔牛のテール 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581288', 'sync_date': '2025-08-12T03:56:42.765234+00:00', 'choice_code': 'R23', 'choice_name': 'R23 Choice', 'choice_value': '仔牛のテール 30g', 'rakuten_sku_admin': '1720'}",2025-08-12T03:56:42.765234+00:00
493,CM044,CHOICE_R24,ころころクッキー 30粒,"{'category': 'google_sheets_sync', 'jan_code': '4573265584265', 'sync_date': '2025-08-12T03:56:42.831839+00:00', 'choice_code': 'R24', 'choice_name': 'R24 Choice', 'choice_value': 'ころころクッキー 30粒', 'rakuten_sku_admin': '1759'}",2025-08-12T03:56:42.831839+00:00
494,CM042,CHOICE_R25,ふわふわスモークサーモン 15g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584012', 'sync_date': '2025-08-12T03:56:42.922797+00:00', 'choice_code': 'R25', 'choice_name': 'R25 Choice', 'choice_value': 'ふわふわスモークサーモン 15g', 'rakuten_sku_admin': '1753'}",2025-08-12T03:56:42.922797+00:00
495,CM043,CHOICE_R26,スモークサーモンチップ 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584036', 'sync_date': '2025-08-12T03:56:43.015099+00:00', 'choice_code': 'R26', 'choice_name': 'R26 Choice', 'choice_value': 'スモークサーモンチップ 30g', 'rakuten_sku_admin': '1754'}",2025-08-12T03:56:43.015099+00:00
496,CM058,CHOICE_R27,コーンフレーク 20g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584210', 'sync_date': '2025-08-12T03:56:43.088023+00:00', 'choice_code': 'R27', 'choice_name': 'R27 Choice', 'choice_value': 'コーンフレーク 20g', 'rakuten_sku_admin': '1839'}",2025-08-12T03:56:43.088023+00:00
497,CM059,CHOICE_R28,かぼちゃフレーク 20g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584227', 'sync_date': '2025-08-12T03:56:43.185416+00:00', 'choice_code': 'R28', 'choice_name': 'R28 Choice', 'choice_value': 'かぼちゃフレーク 20g', 'rakuten_sku_admin': '1840'}",2025-08-12T03:56:43.185416+00:00
498,CM060,CHOICE_R29,にんじんフレーク 20g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584234', 'sync_date': '2025-08-12T03:56:43.265532+00:00', 'choice_code': 'R29', 'choice_name': 'R29 Choice', 'choice_value': 'にんじんフレーク 20g', 'rakuten_sku_admin': '1841'}",2025-08-12T03:56:43.265532+00:00
499,CM061,CHOICE_R30,ビーツフレーク 15g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584241', 'sync_date': '2025-08-12T03:56:43.348525+00:00', 'choice_code': 'R30', 'choice_name': 'R30 Choice', 'choice_value': 'ビーツフレーク 15g', 'rakuten_sku_admin': '1842'}",2025-08-12T03:56:43.348525+00:00
500,CM062,CHOICE_R31,ポテトフレーク 15g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584258', 'sync_date': '2025-08-12T03:56:43.435111+00:00', 'choice_code': 'R31', 'choice_name': 'R31 Choice', 'choice_value': 'ポテトフレーク 15g', 'rakuten_sku_admin': '1843'}",2025-08-12T03:56:43.435111+00:00
501,CM002,CHOICE_R32,エゾ鹿カットジャーキー 70g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584272', 'sync_date': '2025-08-12T03:56:43.515107+00:00', 'choice_code': 'R32', 'choice_name': 'R32 Choice', 'choice_value': 'エゾ鹿カットジャーキー 70g', 'rakuten_sku_admin': '1702'}",2025-08-12T03:56:43.515107+00:00
502,CM039,CHOICE_R33,ラムカットジャーキー 70g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584289', 'sync_date': '2025-08-12T03:56:43.565083+00:00', 'choice_code': 'R33', 'choice_name': 'R33 Choice', 'choice_value': 'ラムカットジャーキー 70g', 'rakuten_sku_admin': '1724'}",2025-08-12T03:56:43.565083+00:00
503,CM038,CHOICE_R34,鮭カットジャーキー 70g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584296', 'sync_date': '2025-08-12T03:56:43.632044+00:00', 'choice_code': 'R34', 'choice_name': 'R34 Choice', 'choice_value': '鮭カットジャーキー 70g', 'rakuten_sku_admin': '1717'}",2025-08-12T03:56:43.632044+00:00
504,CM040,CHOICE_R35,たらカットジャーキー 70g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584302', 'sync_date': '2025-08-12T03:56:43.714805+00:00', 'choice_code': 'R35', 'choice_name': 'R35 Choice', 'choice_value': 'たらカットジャーキー 70g', 'rakuten_sku_admin': '1728'}",2025-08-12T03:56:43.714805+00:00
505,CM041,CHOICE_R36,ほっけカットジャーキー 70g,"{'category': 'google_sheets_sync', 'jan_code': '4573265584319', 'sync_date': '2025-08-12T03:56:43.788797+00:00', 'choice_code': 'R36', 'choice_name': 'R36 Choice', 'choice_value': 'ほっけカットジャーキー 70g', 'rakuten_sku_admin': '1729'}",2025-08-12T03:56:43.788797+00:00
506,CM048,CHOICE_R37,レトルト エゾ鹿ステーキ 100g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581509', 'sync_date': '2025-08-12T03:56:43.848793+00:00', 'choice_code': 'R37', 'choice_name': 'R37 Choice', 'choice_value': 'レトルト エゾ鹿ステーキ 100g', 'rakuten_sku_admin': '1797'}",2025-08-12T03:56:43.848793+00:00
507,CM049,CHOICE_R38,レトルト エゾ鹿バーグ 100g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581516', 'sync_date': '2025-08-12T03:56:43.948342+00:00', 'choice_code': 'R38', 'choice_name': 'R38 Choice', 'choice_value': 'レトルト エゾ鹿バーグ 100g', 'rakuten_sku_admin': '1798'}",2025-08-12T03:56:43.948342+00:00
508,CM050,CHOICE_R39,レトルト エゾ鹿角切りレバー 100g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581523', 'sync_date': '2025-08-12T03:56:44.014455+00:00', 'choice_code': 'R39', 'choice_name': 'R39 Choice', 'choice_value': 'レトルト エゾ鹿角切りレバー 100g', 'rakuten_sku_admin': '1799'}",2025-08-12T03:56:44.014455+00:00
509,CM051,CHOICE_R40,レトルト サーモンハラス 100g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581530', 'sync_date': '2025-08-12T03:56:44.114866+00:00', 'choice_code': 'R40', 'choice_name': 'R40 Choice', 'choice_value': 'レトルト サーモンハラス 100g', 'rakuten_sku_admin': '1800'}",2025-08-12T03:56:44.114866+00:00
510,CM052,CHOICE_R41,レトルト 鮭白子 100g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581547', 'sync_date': '2025-08-12T03:56:44.181825+00:00', 'choice_code': 'R41', 'choice_name': 'R41 Choice', 'choice_value': 'レトルト 鮭白子 100g', 'rakuten_sku_admin': '1801'}",2025-08-12T03:56:44.181825+00:00
511,CM053,CHOICE_R42,レトルト 鶏ささみ 100g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581554', 'sync_date': '2025-08-12T03:56:44.281811+00:00', 'choice_code': 'R42', 'choice_name': 'R42 Choice', 'choice_value': 'レトルト 鶏ささみ 100g', 'rakuten_sku_admin': '1802'}",2025-08-12T03:56:44.281811+00:00
512,CM056,CHOICE_R43,レトルト 牛バーグ 100g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581578', 'sync_date': '2025-08-12T03:56:44.349000+00:00', 'choice_code': 'R43', 'choice_name': 'R43 Choice', 'choice_value': 'レトルト 牛バーグ 100g', 'rakuten_sku_admin': '1810'}",2025-08-12T03:56:44.349+00:00
513,CM055,CHOICE_R44,レトルト 馬うまバーグ 100g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581561', 'sync_date': '2025-08-12T03:56:44.431987+00:00', 'choice_code': 'R44', 'choice_name': 'R44 Choice', 'choice_value': 'レトルト 馬うまバーグ 100g', 'rakuten_sku_admin': '1809'}",2025-08-12T03:56:44.431987+00:00
514,CM068,CHOICE_N01,エゾ鹿チップ 10g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581400', 'sync_date': '2025-08-12T03:56:44.531210+00:00', 'choice_code': 'N01', 'choice_name': 'N01 Choice', 'choice_value': 'エゾ鹿チップ 10g（猫）', 'rakuten_sku_admin': '1739'}",2025-08-12T03:56:44.53121+00:00
515,CM069,CHOICE_N02,エゾ鹿フレーク 20g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581417', 'sync_date': '2025-08-12T03:56:44.598300+00:00', 'choice_code': 'N02', 'choice_name': 'N02 Choice', 'choice_value': 'エゾ鹿フレーク 20g（猫）', 'rakuten_sku_admin': '1740'}",2025-08-12T03:56:44.5983+00:00
516,CM070,CHOICE_N03,サーモンチップ 10g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581424', 'sync_date': '2025-08-12T03:56:44.697756+00:00', 'choice_code': 'N03', 'choice_name': 'N03 Choice', 'choice_value': 'サーモンチップ 10g（猫）', 'rakuten_sku_admin': '1741'}",2025-08-12T03:56:44.697756+00:00
517,CM071,CHOICE_N04,サーモンフレーク 20g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581448', 'sync_date': '2025-08-12T03:56:44.771866+00:00', 'choice_code': 'N04', 'choice_name': 'N04 Choice', 'choice_value': 'サーモンフレーク 20g（猫）', 'rakuten_sku_admin': '1742'}",2025-08-12T03:56:44.771866+00:00
518,CM072,CHOICE_N05,白子チップ 10g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581431', 'sync_date': '2025-08-12T03:56:44.881422+00:00', 'choice_code': 'N05', 'choice_name': 'N05 Choice', 'choice_value': '白子チップ 10g（猫）', 'rakuten_sku_admin': '1743'}",2025-08-12T03:56:44.881422+00:00
519,CM073,CHOICE_N06,チキンチップ 10g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581455', 'sync_date': '2025-08-12T03:56:44.949222+00:00', 'choice_code': 'N06', 'choice_name': 'N06 Choice', 'choice_value': 'チキンチップ 10g（猫）', 'rakuten_sku_admin': '1744'}",2025-08-12T03:56:44.949222+00:00
520,CM074,CHOICE_N07,チキンフレーク 20g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581462', 'sync_date': '2025-08-12T03:56:45.018051+00:00', 'choice_code': 'N07', 'choice_name': 'N07 Choice', 'choice_value': 'チキンフレーク 20g（猫）', 'rakuten_sku_admin': '1745'}",2025-08-12T03:56:45.018051+00:00
521,CM075,CHOICE_N08,クマザサ鹿ふりかけ30g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581479', 'sync_date': '2025-08-12T03:56:45.082537+00:00', 'choice_code': 'N08', 'choice_name': 'N08 Choice', 'choice_value': 'クマザサ鹿ふりかけ30g（猫）', 'rakuten_sku_admin': '1749'}",2025-08-12T03:56:45.082537+00:00
522,CM076,CHOICE_N09,クマザサ鮭ふりかけ 30g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581486', 'sync_date': '2025-08-12T03:56:45.148736+00:00', 'choice_code': 'N09', 'choice_name': 'N09 Choice', 'choice_value': 'クマザサ鮭ふりかけ 30g（猫）', 'rakuten_sku_admin': '1750'}",2025-08-12T03:56:45.148736+00:00
282,CM201,CHOICE_P01,Premium Product P01,"{'category': 'manual_addition', 'choice_code': 'P01', 'choice_name': 'P01 Choice', 'choice_value': 'Premium Product P01'}",2025-08-05T06:40:08.363209+00:00
283,CM202,CHOICE_S01,Special Product S01,"{'category': 'manual_addition', 'choice_code': 'S01', 'choice_name': 'S01 Choice', 'choice_value': 'Special Product S01'}",2025-08-05T06:40:08.518955+00:00
284,CM203,CHOICE_S02,Special Product S02,"{'category': 'manual_addition', 'choice_code': 'S02', 'choice_name': 'S02 Choice', 'choice_value': 'Special Product S02'}",2025-08-05T06:40:08.639351+00:00
523,CM077,CHOICE_N10,クマザサ白子ふりかけ30g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581493', 'sync_date': '2025-08-12T03:56:45.219836+00:00', 'choice_code': 'N10', 'choice_name': 'N10 Choice', 'choice_value': 'クマザサ白子ふりかけ30g（猫）', 'rakuten_sku_admin': '1847'}",2025-08-12T03:56:45.219836+00:00
524,CM078,CHOICE_N11,クマザサ鶏ふりかけ30g（猫）,"{'category': 'google_sheets_sync', 'jan_code': '4573265581660', 'sync_date': '2025-08-12T03:56:45.282212+00:00', 'choice_code': 'N11', 'choice_name': 'N11 Choice', 'choice_value': 'クマザサ鶏ふりかけ30g（猫）', 'rakuten_sku_admin': '1863'}",2025-08-12T03:56:45.282212+00:00
525,CM001,CHOICE_W01,エゾ鹿スライスジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581011', 'sync_date': '2025-08-12T03:56:45.365103+00:00', 'choice_code': 'W01', 'choice_name': 'W01 Choice', 'choice_value': 'エゾ鹿スライスジャーキー 30g', 'rakuten_sku_admin': '1701'}",2025-08-12T03:56:45.365103+00:00
526,CM003,CHOICE_W02,エゾ鹿ミンチジャーキー 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581028', 'sync_date': '2025-08-12T03:56:45.432062+00:00', 'choice_code': 'W02', 'choice_name': 'W02 Choice', 'choice_value': 'エゾ鹿ミンチジャーキー 30g', 'rakuten_sku_admin': '1703'}",2025-08-12T03:56:45.432062+00:00
527,CM016,CHOICE_W03,ころころエゾ鹿ミンチ 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581035', 'sync_date': '2025-08-12T03:56:45.481607+00:00', 'choice_code': 'W03', 'choice_name': 'W03 Choice', 'choice_value': 'ころころエゾ鹿ミンチ 30g', 'rakuten_sku_admin': '1737'}",2025-08-12T03:56:45.481607+00:00
528,CM005,CHOICE_W04,エゾ鹿ふりかけ 30g,"{'category': 'google_sheets_sync', 'jan_code': '4573265581042', 'sync_date': '2025-08-12T03:56:45.546214+00:00', 'choice_code': 'W04', 'choice_name': 'W04 Choice', 'choice_value': 'エゾ鹿ふりかけ 30g', 'rakuten_sku_admin': '1705'}",2025-08-12T03:56:45.546214+00:00
