choice_code,choice_name,choice_value,category,common_code,product_name,rakuten_sku,total_quantity,frequency
"◆１:R03 ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお選びください）:R17 ひとくち牛タン皮30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_296,"ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお",auto_extracted,CM796,"ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお",CHOICE_CM796,6,6
"1つ目:C04.エゾ鹿レバー(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C15.ころころクッキーMIX（8粒）
4つ目:C14.豚レバースライス（10g）
★メール便のため同梱不可です:了承済",選択肢_297,"1つ目:C04.エゾ鹿レバー(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C15.",auto_extracted,CM797,"1つ目:C04.エゾ鹿レバー(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C15.",CHOICE_CM797,6,6
"◆１:R01 エゾ鹿スライス30g
◆２:R08 ひとくちサーモン30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:R24 ころころクッキー30粒
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_298,"エゾ鹿スライス30g
◆２:R08 ひとくちサーモン30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM798,"エゾ鹿スライス30g
◆２:R08 ひとくちサーモン30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM798,6,6
"★1つ目:M07 チキンフレーク 5g(猫)
★2つ目:M06 チキンチップ3g(猫)
★3つ目:M04 サーモンフレーク 5g(猫)
★4つ目:M11 クマザサ 鶏ふりかけ5g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_299,"★1つ目:M07 チキンフレーク 5g(猫)
★2つ目:M06 チキンチップ3g(猫)
★3つ目:M",auto_extracted,CM799,"★1つ目:M07 チキンフレーク 5g(猫)
★2つ目:M06 チキンチップ3g(猫)
★3つ目:M",CHOICE_CM799,6,6
"◆１:R25 ふわふわスモークサーモン15g
◆２:R25 ふわふわスモークサーモン15g
◆３:R25 ふわふわスモークサーモン15g
◆４（※レトルトはこちらからお選びください）:R40 サーモンハラス100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_300,"ふわふわスモークサーモン15g
◆２:R25 ふわふわスモークサーモン15g
◆３:R25 ふわふわスモークサーモン15g
◆４（※レトルトはこちらからお",auto_extracted,CM800,"ふわふわスモークサーモン15g
◆２:R25 ふわふわスモークサーモン15g
◆３:R25 ふわふわスモークサーモン15g
◆４（※レトルトはこちらからお",CHOICE_CM800,6,6
"◆１:R11 鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお選びください）:R13 鶏砂肝ジャーキー30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_301,"鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお",auto_extracted,CM801,"鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R13 鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお",CHOICE_CM801,6,6
"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C08.鮭白子スライス(10g)
3つ目:C13.豚ハツスライス（10g）
4つ目:C14.豚レバースライス（10g）
★メール便のため同梱不可です:了承済",選択肢_302,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C08.鮭白子スライス(10g)
3つ目:C13.",auto_extracted,CM802,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C08.鮭白子スライス(10g)
3つ目:C13.",CHOICE_CM802,6,6
"1つ目:R01 エゾ鹿ステーキ100g
2つ目:R02 エゾ鹿バーグ100g
3つ目:R03 エゾ鹿角切りレバー100g
4つ目:R07 牛バーグ100g
5つ目:R08 馬うまバーグ100g
★メール便のため同梱不可です:了承済",選択肢_303,"エゾ鹿ステーキ100g
2つ目:R02 エゾ鹿バーグ100g
3つ目:R03 エゾ鹿角切りレバー100g
4つ目:R07 牛バーグ100g
5つ目:R08 馬うまバーグ100g
★メール便のため同梱不可です:了承済",auto_extracted,CM803,"エゾ鹿ステーキ100g
2つ目:R02 エゾ鹿バーグ100g
3つ目:R03 エゾ鹿角切りレバー100g
4つ目:R07 牛バーグ100g
5つ目:R08 馬うまバーグ100g
★メール便のため同梱不可です:了承済",CHOICE_CM803,6,6
"◆１:R11 鶏ささみスライス30g
◆２:R12 鶏むねスライス30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお選びください）:R22 牛鬼筋30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_304,"鶏ささみスライス30g
◆２:R12 鶏むねスライス30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお",auto_extracted,CM804,"鶏ささみスライス30g
◆２:R12 鶏むねスライス30g
◆３:R21 仔牛スペアリブ30g
◆４（※レトルトはこちらからお",CHOICE_CM804,6,6
"◆１:R14 豚ハツスライス30g
◆２:R15 豚レバースライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお選びください）:R20 牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_305,"豚ハツスライス30g
◆２:R15 豚レバースライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM805,"豚ハツスライス30g
◆２:R15 豚レバースライス30g
◆３:R16 豚耳スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM805,6,6
"◆１:R01 エゾ鹿スライス30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお選びください）:R10 鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_306,"エゾ鹿スライス30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM806,"エゾ鹿スライス30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM806,6,6
"◆１:R06 スライスサーモン30g
◆２:R11 鶏ささみスライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_307,"スライスサーモン30g
◆２:R11 鶏ささみスライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM807,"スライスサーモン30g
◆２:R11 鶏ささみスライス30g
◆３:R06 スライスサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM807,6,6
"◆１:R03 ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:R21 仔牛スペアリブ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_308,"ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM808,"ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM808,6,6
"◆１:R01 エゾ鹿スライス30g
◆２:R12 鶏むねスライス30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお選びください）:R01 エゾ鹿スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_309,"エゾ鹿スライス30g
◆２:R12 鶏むねスライス30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお",auto_extracted,CM809,"エゾ鹿スライス30g
◆２:R12 鶏むねスライス30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお",CHOICE_CM809,6,6
"1つ目:C08.鮭白子スライス(10g)
2つ目:C11.鶏むねスライス（10g）
3つ目:C15.ころころクッキーMIX（8粒）
4つ目:C15.ころころクッキーMIX（8粒）
★メール便のため同梱不可です:了承済",選択肢_310,"1つ目:C08.鮭白子スライス(10g)
2つ目:C11.鶏むねスライス（10g）
3つ目:C15.",auto_extracted,CM810,"1つ目:C08.鮭白子スライス(10g)
2つ目:C11.鶏むねスライス（10g）
3つ目:C15.",CHOICE_CM810,6,6
"1つ目:C03.エゾ鹿ふりかけ(10g)
2つ目:C01.エゾ鹿スライス(10g)
3つ目:C07.ひとくちサーモン(10g)
4つ目:C06.スティックサーモン(10g)
★メール便のため同梱不可です:了承済",選択肢_311,"1つ目:C03.エゾ鹿ふりかけ(10g)
2つ目:C01.エゾ鹿スライス(10g)
3つ目:C07.",auto_extracted,CM811,"1つ目:C03.エゾ鹿ふりかけ(10g)
2つ目:C01.エゾ鹿スライス(10g)
3つ目:C07.",CHOICE_CM811,6,6
"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目:M06 チキンチップ3g(猫)
★4つ目:M06 チキンチップ3g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_312,"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目:",auto_extracted,CM812,"★1つ目:M01 エゾ鹿チップ 3g(猫)
★2つ目:M03 サーモンチップ 3g(猫)
★3つ目:",CHOICE_CM812,6,6
"◆１:R01 エゾ鹿スライス30g
◆２:R23 仔牛テール30g
◆３:R33 ラム肉カットジャーキー 70g
◆４（※レトルトはこちらからお選びください）:R14 豚ハツスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_313,"エゾ鹿スライス30g
◆２:R23 仔牛テール30g
◆３:R33 ラム肉カットジャーキー 70g
◆４（※レトルトはこちらからお",auto_extracted,CM813,"エゾ鹿スライス30g
◆２:R23 仔牛テール30g
◆３:R33 ラム肉カットジャーキー 70g
◆４（※レトルトはこちらからお",CHOICE_CM813,6,6
"◆１:R03 ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:R12 鶏むねスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_314,"ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM814,"ころころエゾ鹿ミンチ30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM814,6,6
"◆１:R09 フレークサーモン30g
◆２:R20 牛タン皮チップ30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお選びください）:R20 牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_315,"フレークサーモン30g
◆２:R20 牛タン皮チップ30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお",auto_extracted,CM815,"フレークサーモン30g
◆２:R20 牛タン皮チップ30g
◆３:R20 牛タン皮チップ30g
◆４（※レトルトはこちらからお",CHOICE_CM815,6,6
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモンチップ10g
★4つ目※クマザサふりかけはこちら:N03.サーモンチップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_316,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモン",auto_extracted,CM816,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N03サーモン",CHOICE_CM816,6,6
"◆１:R01 エゾ鹿スライス30g
◆２:R16 豚耳スライス30g
◆３:R33 ラム肉カットジャーキー 70g
◆４（※レトルトはこちらからお選びください）:R12 鶏むねスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_317,"エゾ鹿スライス30g
◆２:R16 豚耳スライス30g
◆３:R33 ラム肉カットジャーキー 70g
◆４（※レトルトはこちらからお",auto_extracted,CM817,"エゾ鹿スライス30g
◆２:R16 豚耳スライス30g
◆３:R33 ラム肉カットジャーキー 70g
◆４（※レトルトはこちらからお",CHOICE_CM817,6,6
"◆１:R15 豚レバースライス30g
◆２:R14 豚ハツスライス30g
◆３:R23 仔牛テール30g
◆４（※レトルトはこちらからお選びください）:R19 牛タン皮ふりかけ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_318,"豚レバースライス30g
◆２:R14 豚ハツスライス30g
◆３:R23 仔牛テール30g
◆４（※レトルトはこちらからお",auto_extracted,CM818,"豚レバースライス30g
◆２:R14 豚ハツスライス30g
◆３:R23 仔牛テール30g
◆４（※レトルトはこちらからお",CHOICE_CM818,6,6
"◆１:R13 鶏砂肝ジャーキ30g
◆２:R01 エゾ鹿スライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:R12 鶏むねスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_319,"鶏砂肝ジャーキ30g
◆２:R01 エゾ鹿スライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM819,"鶏砂肝ジャーキ30g
◆２:R01 エゾ鹿スライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM819,6,6
"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお選びください）:R40 サーモンハラス100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_320,"ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM820,"ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM820,6,6
"◆１:R01 エゾ鹿スライス30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:R14 豚ハツスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_321,"エゾ鹿スライス30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM821,"エゾ鹿スライス30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM821,6,6
"★1つ目:M05 白子チップ 3g(猫)
★2つ目:M08 クマザサ 鹿ふりかけ 5g(猫)
★3つ目:M09 クマザサ 鮭ふりかけ 5g(猫)
★4つ目:M07 チキンフレーク 5g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_322,"★1つ目:M05 白子チップ 3g(猫)
★2つ目:M08 クマザサ 鹿ふりかけ 5g(猫)
★3つ",auto_extracted,CM822,"★1つ目:M05 白子チップ 3g(猫)
★2つ目:M08 クマザサ 鹿ふりかけ 5g(猫)
★3つ",CHOICE_CM822,6,6
"1つ目:2.エゾ鹿バーグ100g
2つ目:4.サーモンハラス100g
★メール便のため同梱不可です:了承済",選択肢_323,"1つ目:2.エゾ鹿バーグ100g
2つ目:4.サーモンハラス100g
★メール便のため同梱不可です:",auto_extracted,CM823,"1つ目:2.エゾ鹿バーグ100g
2つ目:4.サーモンハラス100g
★メール便のため同梱不可です:",CHOICE_CM823,6,6
"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:3.ころころエゾ鹿ミンチ 30g",選択肢_324,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:3.ころころエゾ鹿ミンチ",auto_extracted,CM824,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:3.ころころエゾ鹿ミンチ",CHOICE_CM824,6,6
"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:18.ころころ馬肉ミンチ 30g",選択肢_325,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:18.ころころ馬肉ミンチ",auto_extracted,CM825,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:18.ころころ馬肉ミンチ",CHOICE_CM825,6,6
"◆１:3.ころころエゾ鹿ミンチ30g
◆２:7.スティックサーモン30g
◆３:13.鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお選びください）:20.牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_326,"◆１:3.ころころエゾ鹿ミンチ30g
◆２:7.スティックサーモン30g
◆３:13.鶏砂肝ジャーキ",auto_extracted,CM826,"◆１:3.ころころエゾ鹿ミンチ30g
◆２:7.スティックサーモン30g
◆３:13.鶏砂肝ジャーキ",CHOICE_CM826,6,6
"★1つ目:1エゾ鹿チップ10g
★2つ目:1.エゾ鹿チップ10g
★3つ目:3サーモンチップ10g
★4つ目※クマザサふりかけはこちら:3.サーモンチップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_327,"★1つ目:1エゾ鹿チップ10g
★2つ目:1.エゾ鹿チップ10g
★3つ目:3サーモンチップ10g",auto_extracted,CM827,"★1つ目:1エゾ鹿チップ10g
★2つ目:1.エゾ鹿チップ10g
★3つ目:3サーモンチップ10g",CHOICE_CM827,6,3
"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク20g
★4つ目※クマザサふりかけはこちら:5.白子チップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_328,"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク2",auto_extracted,CM828,"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク2",CHOICE_CM828,6,6
"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:12.鶏むねスライスジャーキー 30g",選択肢_329,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:12.鶏むねスライスジャー",auto_extracted,CM829,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:12.鶏むねスライスジャー",CHOICE_CM829,6,6
"1つ目:4.サーモンハラス100g
2つ目:5.鮭白子100g
★メール便のため同梱不可です:了承済",選択肢_330,"1つ目:4.サーモンハラス100g
2つ目:5.鮭白子100g
★メール便のため同梱不可です:了承済",auto_extracted,CM830,"1つ目:4.サーモンハラス100g
2つ目:5.鮭白子100g
★メール便のため同梱不可です:了承済",CHOICE_CM830,6,6
"◆１:1.エゾ鹿スライス30g
◆２:1.エゾ鹿スライス30g
◆３:9.フレークサーモン30g
◆４（※レトルトはこちらからお選びください）:9.フレークサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_331,"◆１:1.エゾ鹿スライス30g
◆２:1.エゾ鹿スライス30g
◆３:9.フレークサーモン30g
◆",auto_extracted,CM831,"◆１:1.エゾ鹿スライス30g
◆２:1.エゾ鹿スライス30g
◆３:9.フレークサーモン30g
◆",CHOICE_CM831,6,6
"◆１:7.スティックサーモン30g
◆２:7.スティックサーモン30g
◆３:7.スティックサーモン30g
◆４（※レトルトはこちらからお選びください）:7.スティックサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_332,"◆１:7.スティックサーモン30g
◆２:7.スティックサーモン30g
◆３:7.スティックサーモン",auto_extracted,CM832,"◆１:7.スティックサーモン30g
◆２:7.スティックサーモン30g
◆３:7.スティックサーモン",CHOICE_CM832,6,6
"◆１:14.豚ハツスライス30g
◆２:14.豚ハツスライス30g
◆３:14.豚ハツスライス30g
◆４（※レトルトはこちらからお選びください）:14.豚ハツスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_333,"◆１:14.豚ハツスライス30g
◆２:14.豚ハツスライス30g
◆３:14.豚ハツスライス30g",auto_extracted,CM833,"◆１:14.豚ハツスライス30g
◆２:14.豚ハツスライス30g
◆３:14.豚ハツスライス30g",CHOICE_CM833,6,6
"◆１:13.鶏砂肝ジャーキ30g
◆２:13.鶏砂肝ジャーキー30g
◆３:13.鶏砂肝ジャーキー30g
◆４（※レトルトはこちらからお選びください）:13.鶏砂肝ジャーキー30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_334,"◆１:13.鶏砂肝ジャーキ30g
◆２:13.鶏砂肝ジャーキー30g
◆３:13.鶏砂肝ジャーキー3",auto_extracted,CM834,"◆１:13.鶏砂肝ジャーキ30g
◆２:13.鶏砂肝ジャーキー30g
◆３:13.鶏砂肝ジャーキー3",CHOICE_CM834,6,6
"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク20g
★4つ目※クマザサふりかけはこちら:9.クマザサ白子ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_335,"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク2",auto_extracted,CM835,"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:7チキンフレーク2",CHOICE_CM835,6,6
★お好きな１袋をお選びください:12.鶏砂肝ジャーキー 10g,選択肢_336,★お好きな１袋をお選びください:12.鶏砂肝ジャーキー 10g,auto_extracted,CM836,★お好きな１袋をお選びください:12.鶏砂肝ジャーキー 10g,CHOICE_CM836,6,6
"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:10.鮭白子スライスジャーキー 30g",選択肢_337,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:10.鮭白子スライスジャー",auto_extracted,CM837,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:10.鮭白子スライスジャー",CHOICE_CM837,6,6
★お好きな１袋をお選びください:5.スライスサーモン 10g,選択肢_338,★お好きな１袋をお選びください:5.スライスサーモン 10g,auto_extracted,CM838,★お好きな１袋をお選びください:5.スライスサーモン 10g,CHOICE_CM838,6,3
"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:5.白子チップ 3g（猫用）
★4つ目:7.チキンフレーク 5g（猫用）
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_339,"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:",auto_extracted,CM839,"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:",CHOICE_CM839,6,3
"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:4サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:5.白子チップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_340,"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:4サーモンフレーク",auto_extracted,CM840,"★1つ目:2エゾ鹿フレーク20g
★2つ目:4.サーモンフレーク20g
★3つ目:4サーモンフレーク",CHOICE_CM840,6,6
"◆１:R06 スライスサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R15 豚レバースライス30g
◆４（※レトルトはこちらからお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_341,"スライスサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R15 豚レバースライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM841,"スライスサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R15 豚レバースライス30g
◆４（※レトルトはこちらからお",CHOICE_CM841,6,3
"★1つ目:M05 白子チップ 3g(猫)
★2つ目:M01 エゾ鹿チップ 3g(猫)
★3つ目:M03 サーモンチップ 3g(猫)
★4つ目:M06 チキンチップ3g(猫)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_342,"★1つ目:M05 白子チップ 3g(猫)
★2つ目:M01 エゾ鹿チップ 3g(猫)
★3つ目:M0",auto_extracted,CM842,"★1つ目:M05 白子チップ 3g(猫)
★2つ目:M01 エゾ鹿チップ 3g(猫)
★3つ目:M0",CHOICE_CM842,6,6
"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N03.サーモンチップ10g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N05.白子チップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_343,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N03.サーモンチップ10g
★3つ目:N04サーモ",auto_extracted,CM843,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N03.サーモンチップ10g
★3つ目:N04サーモ",CHOICE_CM843,6,6
"1つ目:C07.ひとくちサーモン(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C07.ひとくちサーモン(10g)
4つ目:C07.ひとくちサーモン(10g)
★メール便のため同梱不可です:了承済",選択肢_344,"1つ目:C07.ひとくちサーモン(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C0",auto_extracted,CM844,"1つ目:C07.ひとくちサーモン(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C0",CHOICE_CM844,6,6
"◆１:R21 仔牛のスペアリブ30g
◆２:R21 仔牛のスペアリブ30g
◆３:R21 仔牛のスペアリブ30g
◆４（※レトルトはこちらからお選びください）:R21 仔牛のスペアリブ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_345,"仔牛のスペアリブ30g
◆２:R21 仔牛のスペアリブ30g
◆３:R21 仔牛のスペアリブ30g
◆４（※レトルトはこちらからお",auto_extracted,CM845,"仔牛のスペアリブ30g
◆２:R21 仔牛のスペアリブ30g
◆３:R21 仔牛のスペアリブ30g
◆４（※レトルトはこちらからお",CHOICE_CM845,6,3
